# k2200_voltage_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "voltage"	"X"	"Y"	"X"	"Y"
# 101
5.2	0.000372412	-1.90736e-05	6.65192e-05	1.31131e-06
5.1	0.000412466	-2.24115e-05	7.28373e-05	1.43052e-06
5	0.000444891	-2.57493e-05	7.73673e-05	1.66894e-06
4.9	0.000474932	-2.81335e-05	8.16588e-05	1.90736e-06
4.8	0.000513557	-3.24252e-05	8.59504e-05	2.14578e-06
4.7	0.00053883	-3.5763e-05	8.82153e-05	2.02657e-06
4.6	0.000560764	-3.8624e-05	8.89306e-05	1.90736e-06
4.5	0.000580791	-4.10082e-05	8.95266e-05	1.66894e-06
4.4	0.000590805	-4.29156e-05	9.16724e-05	1.43052e-06
4.3	0.000589374	-4.33924e-05	9.33413e-05	1.31131e-06
4.2	0.000581268	-4.24387e-05	9.38182e-05	1.1921e-06
4.1	0.000570301	-4.14851e-05	9.23877e-05	1.07289e-06
4	0.000553612	-4.00546e-05	9.13148e-05	1.07289e-06
3.9	0.000536922	-3.8624e-05	8.71425e-05	1.1921e-06
3.8	0.000525955	-3.76704e-05	8.26125e-05	1.31131e-06
3.7	0.000513557	-3.5763e-05	8.09436e-05	1.43052e-06
3.6	0.000496868	-3.43325e-05	7.58176e-05	1.78815e-06
3.5	0.000473024	-3.14715e-05	6.43735e-05	2.02657e-06
3.4	0.00043297	-2.76567e-05	4.80416e-05	2.3842e-06
3.3	0.000404837	-2.47956e-05	3.75512e-05	2.62262e-06
3.2	0.000371458	-2.19346e-05	3.03985e-05	2.62262e-06
3.1	0.000331404	-1.81199e-05	2.20538e-05	2.62262e-06
3	0.000289442	-1.4782e-05	1.26362e-05	2.50341e-06
2.9	0.000282289	-1.38283e-05	1.32323e-05	2.3842e-06
2.8	0.000360491	-1.90736e-05	2.53917e-05	2.26499e-06
2.7	0.000475885	-2.90872e-05	5.22139e-05	1.90736e-06
2.6	0.000597958	-4.24387e-05	6.84266e-05	1.54973e-06
2.5	0.000692371	-5.43597e-05	8.05859e-05	1.43052e-06
2.4	0.000744823	-6.2943e-05	8.6308e-05	1.1921e-06
2.3	0.000756267	-6.72345e-05	9.21492e-05	1.1921e-06
2.2	0.000831131	-7.96323e-05	0.000100971	9.53682e-07
2.1	0.000890736	-9.10764e-05	0.000106216	9.53682e-07
2	0.000957493	-0.000103951	0.000122906	0
1.9	0.00107766	-0.000127316	0.000148655	-1.54973e-06
1.8	0.0011654	-0.000147344	0.000169517	-2.86104e-06
1.7	0.00125218	-0.000169278	0.000183345	-3.6955e-06
1.6	0.00133754	-0.000192643	0.000196339	-4.17235e-06
1.5	0.00146724	-0.000226022	0.000222088	-6.0797e-06
1.4	0.00162745	-0.000270369	0.000242711	-9.5368e-06
1.3	0.00174714	-0.000308992	0.000252368	-1.18018e-05
1.2	0.00193883	-0.000374796	0.000280978	-1.7047e-05
1.1	0.00215055	-0.000452997	0.000317099	-2.40804e-05
1	0.00235082	-0.000535015	0.000352623	-3.17099e-05
0.9	0.00256254	-0.000632767	0.000383737	-3.99353e-05
0.799999999999999	0.00278474	-0.000746731	0.000413897	-4.81608e-05
0.699999999999999	0.00305845	-0.00090361	0.000444533	-5.5671e-05
0.6	0.00333644	-0.00108195	0.0004797	-6.40159e-05
0.5	0.00358535	-0.00125838	0.000518326	-7.41486e-05
0.399999999999999	0.00388099	-0.00147343	0.000588421	-9.46526e-05
0.299999999999999	0.00423768	-0.00174714	0.000690822	-0.000127555
0.199999999999999	0.00462678	-0.00207855	0.000826959	-0.000176431
0.0999999999999996	0.00505164	-0.00250103	0.00100899	-0.000250103
0	0.00551704	-0.00300218	0.00129092	-0.000375153
