# ppms_temperature_set_stable_set	k2200_voltage_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Temperature"	"voltage"	"X"	"Y"	"X"	"Y"
# 34	21
9.75	0.6	0.000139833	-7.62945e-06	2.77163e-05	-6.25852e-07
9.75	0.5	0.000154615	-9.29838e-06	2.97726e-05	-7.74864e-07
9.75	0.4	0.000166775	-1.09673e-05	3.2455e-05	-9.83484e-07
9.75	0.3	0.000182153	-1.28747e-05	3.6061e-05	-1.2219e-06
9.75	0.2	0.00020218	-1.56165e-05	4.09486e-05	-1.57953e-06
9.75	0.0999999999999999	0.000224234	-1.95504e-05	4.76243e-05	-2.05637e-06
9.75	0	0.000270249	-2.80143e-05	5.6416e-05	-3.06965e-06

10	2	0.00018704	-1.39475e-05	3.68359e-05	-1.34111e-06
10	1.9	0.000129581	-6.43733e-06	2.55705e-05	-5.06643e-07
10	1.8	0.000109554	-4.52998e-06	2.32459e-05	-3.5763e-07
10	1.7	0.000101209	-3.81473e-06	2.23221e-05	-3.27827e-07
10	1.6	9.57255e-05	-3.45708e-06	2.19048e-05	-2.98025e-07
10	1.5	9.39374e-05	-3.33787e-06	2.1726e-05	-2.98025e-07
10	1.4	9.57255e-05	-3.45708e-06	2.1875e-05	-2.98025e-07
10	1.3	9.93018e-05	-3.6955e-06	2.2173e-05	-3.27827e-07
10	1.2	0.000103236	-4.17235e-06	2.25307e-05	-3.5763e-07
10	1.1	0.000106812	-4.29156e-06	2.29777e-05	-3.87432e-07
10	1	0.0001117	-4.7684e-06	2.34545e-05	-3.87432e-07
10	0.9	0.000118494	-5.24524e-06	2.40208e-05	-4.76841e-07
10	0.8	0.000126482	-6.0797e-06	2.48851e-05	-5.36445e-07
10	0.7	0.00013137	-6.55654e-06	2.6107e-05	-5.36445e-07
10	0.6	0.000139714	-7.62945e-06	2.77461e-05	-6.25852e-07
10	0.5	0.000154615	-9.29838e-06	2.97726e-05	-8.04666e-07
10	0.4	0.000166894	-1.09673e-05	3.2455e-05	-9.83484e-07
10	0.3	0.000182272	-1.31131e-05	3.61206e-05	-1.2219e-06
10	0.2	0.000202299	-1.56165e-05	4.10082e-05	-1.57953e-06
10	0.0999999999999999	0.000224234	-1.94312e-05	4.76839e-05	-2.05637e-06
10	0	0.000270249	-2.80143e-05	5.6416e-05	-3.12926e-06
